Date,Rating,Title,Review
"February 04, 2019",4,Do 99% of my shopping here,Do 99% of my shopping on here and always get my items next-day for £9.99 for the year .When I have had to send items back it is processed quick and easy.Their prices for trainers tho seem to be well of the mark compared to some other sites
"February 04, 2019",1,Terrible customer,"Terrible customer, very rude, and unhelpful even though the error was 100% on their end. After shopping here for years, I will no longer be a customer. Its honestly disgusting how they treat customers."
"February 03, 2019",4,Product was as described but delivery…,Product was as described but delivery was delayed
"February 03, 2019",4,Great value for the money,Great value for the money. Easy to order online and return. The only problems are that the sizes differ a lot and the quality of the fabric is not always great. But overall fair prices.
"February 03, 2019",1,Customer service shockingly bad,"First time I have dealt with Asos customer service team. Shockingly awful service and not helpful at all. Also ASOS if you care for your customers stop using myhermes! I contacted ASOS about my delivery, all I was told is sorry we do not have a number for them. Then why are you using a company you can’t even contact??? It’s not rocket science !!"
"February 03, 2019",1,Returned an unwanted Christmas gift,"Returned an unwanted Christmas gift on 3rd January, and they still haven’t refunded my money. They have lied and lied every time I contact them. Have handed it over to my card company to deal with. DO NOT SHOP WITH THESE THIEVES."
"February 03, 2019",1,Nightmare,Worst customer service experience ever. Somebody should stop this fraudulent company. They took my money and sent something I didn’t order and refusing to send my actual order without refund is processed which means weeks of wait... Unbelievable that they punish you for their mistake and no single apology. You cannot talk to a supervisor when you contact their customer support. It feels like talking to a machine copy pasting the same thing over and over. Make yourself a favour and shop elsewhere.
"February 03, 2019",1,“Customer care” who doesn’t care at all,"Totally useless when you reach out to their customer services. They call themselves “customer care” but all they do is copy and paste pre-made answers that just make emails longer but with no solutions offered. I recently had a bad experience with one of my purchases, and asked for a goodwill gesture of a refund, however they kept refusing it because what happened wasn’t thei fault. However, the carrier delivered the parcel on a different day from what was said on the order, I wasn’t at home, they didn’t confirm my name and my coat got stole. They gave me a 10% discount to use for another purchase as their way to make it up, but since I had to refund the item due to wrong size, they refused to issue the 10% again, so it was a total waste.If you just shop, receive your items ok and send them back, then I guess it’s ok. But try to reach out for extra help to their “customer care” and all you get is a big headache and no solutions to your issues at all. Some items they sell are good, but with such a poor level of service I will refuse to shop there in future."
"February 03, 2019",1,Terrible Service and Company,Terrible - have been shopping with them for 8 years and now for the second time in a month they have lost my order. Tried to give them the benefit of the doubt when they firstly lost it but just an awful service again. Also did not even apologize about the fact they lost it and were not helpful at all. Won’t be shopping again with them and will move to Zalando- much better standard and more brands.
"February 03, 2019",2,Worst Customer services i have seen,"These people dont have any idea of what customer service is..they are incompetent and just shut you up when they cannot solve your issue. I had an order delivered at the weong address and they ping ponged me from Hermes and back to Asos and they were incapable of doing anything for me.If you can imagina Asos cannot contact Hermes at all, and Hermes cannot change your adress even if they identify you as the owner..Asos has to instruct them and Asos is not allowed to contact Hermes, insanity!! i expect to not recover my money to be honest and i am definitely not shopping with them again."
"February 02, 2019",5,Unbeatable prices,Widest range of clothings. Quick delivery and very good for students
"February 02, 2019",1,The worst customer service ever!,"If I could have given less than one star, I would have. Placed an order valued at over £100 and it was delivered to the wrong address. When telling ASOS about this they told us that it is a civil problem and we will need to find the parcel ourselves. No offer of replacements or a refund despite us mentioned that we are protected by the consumer rights act. Not that they were too bothered about that. They just kept sending the same pre-canned responses.I have asked to speak to a manager 3 times now and they aren't even acknowledging my request. I've been a customer of there's for years now and have spent thousands of pounds during this time. If this is how they treat loyal customers I can only imagine how they treat new customers! AVOID LIKE THE PLAGUE."
"February 02, 2019",5,Great company great prices,"I don't work for asos nor am I getting paid to write this review.  I've been shopping with them for a couple of years, I love in the United States.  Asos has great prices very quick shipping and I have been impressed with their customer service.  Yes they don't do exchanges which sucks but they are also very quick with refunds so you can buy the right size pretty quick.  I wouldn't hesitate to continue shopping with the."
"February 02, 2019",4,Still one of the better online fashion stores,"Been buying off from ASOS for years now, never really experienced anything significantly negative and will continue to patron them. Great selection of fashion choices, fast delivery and no issue returns. Pricing is competitive but not always the cheapest."
"February 02, 2019",1,Bad customer service,"I ordered a dress, and as I hit the return button on their app it said that it created a return of the item. I go under my returns and the item isn’t there, how am I supposed to print out the return label if it isn’t there. It’s not the first time. As I go back to create the return again, the item is completely gone. So I can’t even create the return now. Last time I couldn’t return the item and now I’m stuck with three things I can’t return. This is completely idiotic, I’m very upset with this experience. I have written multiple mails and messages without any response. Save you money don’t buy from them"
"February 02, 2019",1,Unacceptable clothing sold to genuine customers,Unacceptable clothing sold to genuine customers. I bought a few shirt tops from ASOS and when I opened the package the tops smelled revolting. Obviously it's been worn and returned by the previous person who bought the tops originally. It comes to my surprise that this is not checked on returned items. This has put me off buying anything from this online retailer.
"February 02, 2019",2,WNDriect is the worst and so unfair.,"My name is Uche Jessica. I ordered some items from Asos and the expected delivery date has passed. I am a girl.   My order number is 383255469 I tried tracking it and i found out it’s in WNDirect.  I HAVEN’T gotten any mail, message, or calls from WNDirect and that’s so unfair. I don’t know where my order is and I am so worried. I can’t even track it. The total amount of what I spent was 64.50 pounds. I need to know where my order is. You guys are so unfair."
"February 02, 2019",5,Great!,"Quick delivery, good products and easy returns."
"February 01, 2019",1,First time I ordered and they send me…,First time I ordered and they send me the wrong size!!! Not happy
"February 01, 2019",5,Happy customer :),"I’m shocked at all the bad reviews. I’ve had nothing but good service from ASOS. I get my clothes next day and returns have been super easy for me as I can differ in size, so sometimes I need to buy two of one thing to see what fits best."
"February 01, 2019",1,Disappointing online website.,Im from Mauritius and must say a regular client to Asos. And i have not received my parcels many times but at the end had to keep on sending emails to get my refunds. I just found out that the standard delivery is now  £20. And i have to buy items up £200 to get free delivery to ship to Mauritius. I find this really ridiculous. Is that a new way to make money?  They could have put a significant sum like £30 - to £50  to obtain free shipping. Really disapointing!
"February 01, 2019",3,Mixed opinions on Asos,"Mixed opinions on Asos. Some items look great online, but look inferior in real life. Have received incorrect items several times. Hate that I have to go to the post office to send them back - the items I originally bought are out of stock by the time they receive the item back and process the order again. Chat Support is always helpful however, although very limited on what they can say and/or do."
"February 01, 2019",1,"Order not arrived, package gone missing and request for refunds ignored!","Lots of fake 5 star reviews praising this company, why isn't trustpilot cracking down on it?Ordered item via ASOS, was told it would arrive on Thursday I waited in all day and nothing arrived, checked hermes tracker who confirmed it was delivered to the warehouse. But no courier assigned. ASOS then tell me to wait until the morning as it will arrive tomorrow.Contact ASOS to complain again that the tracker wasn't updated to be told that hermes are having issues and my package is delayed for an additional 12 days, after I requested a refund.Reading between the lines it's been lost or stolen and they need to wait time until they can report the package missing leaving me without my order and out of pocket.Why oh why oh why is this company still in business?Spoke to customer support 3 times this morning requesting a refund and my complaint to be escalated to recieve blanket cut and paste responses from 3 different people reading off a script, ignoring my requests.Last time I order anything from this organisation, no concept of customer service and the countless complaints on here dont lie. Avoid like the plague!"
"February 01, 2019",1,Premium delivery is a scam!,"Premium delivery is a scam!! Don't sign up for it! I paid for UK premium delivery and assigned a next day delivery to a London address. Not only they failed to show up, lied about re-deliver later the same day, they even deliberately changed the delivery day without my consent and sent me a notification to ""confirm my request to change the delivery date"" which request I've never made!! Custom service team is a joke, I cannot get any helpful advice. They literally told me, the delivery date is an estimated date, there's no guarantee. Then why on earth did you charge your customer more for ""premium delivery"", ASOS?? I like your clothes, but your service quality is unbelievable poor! Please train your staff well enough before start providing so called ""premium service""!!"
"February 01, 2019",1,wait for several months for an answer…,wait for several months for an answer from customer support. i tried it several times by email. i am delayed with automated mails. i still get money. now i will have to take legal steps. an asos: your customer service used to be really good. so he earns 0 stars.
"January 31, 2019",1,Horrible company,It amazes me how this company is allowed to do business. It takes 30 days for them to process a return.  I will never use them again.
"January 31, 2019",1,Shocking customer service!,"Shocking customer service!I order at least once a month. I ordered a couple of day ago for a couple of dresses. One of the dresses I ordered was a white dress with red roses. Came home to my parcels today to find the dress that arrived was incorrect it was the wrong colour, wrong fabric and wrong length. I contact customer service straight away and spoke to a very rude lady called Abby she told me I would need to send it back and if they had any of the correct dresses they would send me one alternatively I could just order the dress again! I was disgusted by her attitude as if everyone has loads of money laying around to just order however many they want. The only way I can now get the correct dress is to re order and pray the correct one shows. She informed me if I sent the incorrect one back they wouldn’t sort anything out as that’s not their job. It would be my responsibility to reorder. Lack of customer after care is paramount! Absolutely disgraceful!"
"January 31, 2019",1,Horrific company stay a way,"I used to spend well over a thousand pounds a year with this company and now only use in desperation. Even then the customer service is poor and they don’t deliver on there promises. DPD Forged my signature, advising they delivered my item and they had not. I was advised there was nothing that could be done, this is fraud and should be taken further. I most recently ordered next day as I paid to be a premier member. I tracked the item on the day and it said ASOS hadn’t delivered the parcel. Emailed customer service advising not to bother sending as they had ruined any chances of ke attending my event and to refund me. No response of course.  On the fourth day after ordering it arrived which made me extremely mad, I contacted the team only to be sent no apology or reseluyion apart from to take time out of my day and petrol to return the item for a refund!"
"January 31, 2019",1,I am trying to spend £220,"I am trying to spend £220 - and had a problem with a delivery code. The customer service is a joke, truly a Kafka-esq nightmare. Do not bother engaging in conversation with them."
"January 31, 2019",3,Great delivery but weird catalogue of clothes,"I'm really surprised at all the bad reviews on here regarding delivery. I order from ASOS fairly regularly and always get my order either early or on time and returns are so easy and straight-forward.Generally, I'm very happy with my orders, although finding stuff that I like can be difficult. A lot of clothes are so close to being really nice but there's always something a little off. It could be anything from extra ruffles or weird colours to a strange cut. Despite this I always find myself coming back to see what's new and I generally find their simpler clothes to be quite nice.I also primarily get my jeans from here although this can also be a bit dicey. I regularly order the Curve Ridley Jeans and I recently ordered 2 pairs - one dark blue wash and one a 'nanette darkwash', the dark blue wash fitted as normal but the nanette darkwash was very loose. They were the exact same style and size of jean but there was such disparity in how they fit, it was very strange. But I kept both and use the latter when I want a very casual outfit.If I could, I would give ASOS 3.5 stars, they're not quite at 4 or 5 stars given the outlined issues above."
"January 31, 2019",1,Terrible when anything goes wrong,Fine when deliveries go to plan but so incredibly unhelpful when something goes wrong! You can only talk to them on social media or live chat so you have to wait ages for a response and then when you finally get it all they do is spout the same rubbish that is no help what so ever. I have premier service (cost £9.95) which guarantees next day delivery and they're saying for me to get back in contact with them if I haven't received the order 10 days after I ordered it. They refuse to cancel and refund the order or reissue the products
"January 31, 2019",1,I return a faux fur jacket to these…not received,I return a faux fur jacket to these they say they never received it I gave 2 parcels to Hermes 1 for boo hoo and 1 for asos boo hoo received there's but asos say they never received  it so iv lost £52 ☹😡
"January 31, 2019",1,"App has bugs, service team unhelpful","Ordered express shipping but their iPhone app glitched (while checking out with Apple Pay) and it processed with standard shipping, meaning my items wouldn't make it in time for a friend's birthday. Brought it up with staff who at first didn't believe I had even ordered anything because they couldn't find my order in their system. When they finally found it, they were completely unhelpful and blamed me for not selected the express shipping method - which I carefully explained was not presented to me due to a bug with their app. I asked for an immediate refund and to cancel my order, which they refused to do as ""it was not possible"", even though they hadn't shipped it yet.My only option was to order the same items again with Express postage, and refund the first delivery when it finally arrives. Horrible standards for such a big online retailer"
"January 30, 2019",5,I love Asos one of my fave,"I love asos one of my faves I'm really shocked at the reviews on here  I have never had a bad experience and always great quality stuff, deliveries quick and even the one thing I've returned quick services"
"January 30, 2019",1,WORN trousers with worst CS possible!,"WORN trousers with worst CS possible!I have just received worn trousers, with a hole in, make up stains on and no label attached.When speaking on CS and providing photos, I was asked to simply return it and I would be provided with a refund. No reimbursements, no sympathy towards what has happened.CS person that I spoke to was called Nadia, if you are ever on live chat with her, just exit and go to someone else as she was awful and extremely unhelpful."
"January 30, 2019",1,worst experience ever,"I've made an order the beginning of January and and after 3 weeks of delivery delay ( every day they were changing the date), I've contacted the CS and they find out that half of the stuff that I've ordered 3 weeks prior, were out of stock and they refund me the money after 30days. Now, I was suppose to get the rest of the order tomorrow... well, delayed again of 8 days... Soooo bad! worst experience ever!won't buy ever again on asos and please do the same!"
"January 30, 2019",1,shittiestt company out there,Never ever deliver on time
"January 30, 2019",1,Terrible services,Terrible services! I will simply delete my account and save myself from future headaches with them!
"January 30, 2019",1,Horribly poor service,"Horribly poor service. Item I ordered wasn't in stock anymore, they send me a day later. Service couldn't help me, waiting for refund could take up to two weeks. Horrible company."
"January 29, 2019",1,Unacceptable,"Order number 380216326: I ordered £121 worth of clothes from ASOS, I did not allow parcels to be left in a safe place in my settings as I live in a block of flats and it’s not secure. My order arrived at 13.25 on a Monday whilst I was at work, nobody was at home however it was marked as signed for by me. An obvious lie. No sign of the parcel, I checked with my neighbours and any “safe place” they may have put it, still no parcel. I got in touch with customer care who said they’d take it up with DPD and would take 3-5 working days. A week goes by and I receive no update so follow it up myself, they say that the parcel was delivered correctly. I ask to see the signature and they send it across, literally a scribble, not my signature. I reply telling them this. They refuse to take it any further and say the case is closed. I am extremely frustrated with the customer service, they have not listened to me and not done all they can. I do not trust Asos delivery and customer care now and will no longer be using their service. They even got my name wrong in the email where they said  “I understand how frustrating this is on your end and I can assure you that we are constantly changing and trying to improve the service we provide for the people that are most important to us and that is certainly you Leah. I can also see that through our investigation that DPD has done all the relevant investigation which has now been closed and so we are confident that it was delivered.” My name is not Leah. Unacceptable."
"January 29, 2019",1,Bang out of order,"Bang out of order, they have taken my money and will not release my order. I have contacted the customer services twice and both times the members of the team have been absolutely rude, dismissive and unhelpful. I was hung up on twice.I am now disputing the charges with my bank. Amy and Sophie are terrible agents."
"January 29, 2019",1,Terrible customer service...again,Terrible customer service...again! I would avoid buying from them unless you absolutely have to! They're clearly not interested in helping their customers after they've handed over the money.
"January 29, 2019",5,Very happy,"Very happy so far.  Good prices good delivery, returns are very easy."
"January 29, 2019",4,Quality of jacket is good but delivery is not too good,"I ordered a jacket in Italy and they delivered 3 days late. When I wrote an e-mail to delivery service to complaint and I received immediate response that they would deliver on the day after and they did, so I was impressed with their behavior although they was late. Finally, quality of jacket is good but delivery is not too good"
"January 29, 2019",1,How frustrating..!!,"I had no email to confirm that ASOS had even received my returned parcel. I had to prompt a refund to be processed myself...!!Very frustrating.Oh, and I was also sent the wrong size so had to order again?! No apology received. Thoroughly disappointing considering the price of products and the popularity of the company. I am happy enough with my purchase but will not be ordering from here again... after reading bad review, upon bad review, I understand that this is a widespread opinion. I would not trust this company, as popular and legit as they may seem from the outside looking in."
"January 29, 2019",1,Awful customer service,"Asos refunded me for the wrong item, when I'd asked for an exchange. then told me I'd have to just reorder the item. They wouldn't offer me any kind of discount as an apology and when I asked to talk to a manager the person I talked to on chat just ended it. This was my third time trying the chat, I'd been ignored for over half an hour by the first two. Absolutely disgusting customer service, the site is fine as long as you don't have any issues."
"January 29, 2019",1,Unreliable service,"Do not order from this site if you need your items by a certain date. It doesn’t matter if you pay extra for next day delievery, the items will never reach you and they will refuse to refund you. Disgusting service, will be avoiding them in future"
"January 29, 2019",1,Terrible customer service,"Terrible customer service Web chat advisors cut you off and end chat when they can’t be bothered to solve your problemLike paying for premier delivery next day and when it didn’t arrive they tried to tell me the delivery carrier had not updated correctly, contacted again only for them to try tell me what premier delivery meant as if I didn’t know, I hadn’t received my item next day which is premier delivery Afer placing many orders with them 90% of what I ordered came seriously flawed or looked like it had been used already, clearly not new or acceptable condition.Won’t be using this website again"
"January 28, 2019",1,TERRIBLE customer service experience,"TERRIBLE customer service experience.  Absolutely abysmal.  They don't even read your email queries.  They simply copy and paste the same generic vague response over and over again that doesn't even come close to answering your question.  After 4 emails sent with the same response I had to type an email in capital letters to have them actually read what I was asking them.  Even then, they took almost 2 weeks to respond after having to follow up yet again only to have them come to the same conclusion that I'm able to to return my ill-fitting items for a flat fee that they seemed to have just made up as no delivery service has been able to quote me this price. Don't let the website fool you with the bold print going across their landing page saying ""Free returns"".  This is untrue.  Also don't believe what they state as the flat return shipping cost for Canada.  This is also untrue.  Also  had to pay a significant duty fee for their ""Free Shipping"" as well which they don't quote you for or even mention as something to expect when putting your order in.It is truly despicable the kind of service they deliver for an online retailer.  Definitely do not recommend purchasing from here and I will certainly never buy from them again."
"January 28, 2019",1,Don’t ever pay for next delivery,Don’t ever pay for next delivery it seems to be that you get your order faster going with free standard day delivery. Save your money don’t give it to them get standard delivery never had a problem with that it comes quicker than there next day delivery  which you actually pay for
"January 28, 2019",1,Never ever buy from here,"Bought the shoes on sale. Extremely poor and very very cheap material used. If it wasn't for design I wouldn't have purchased it. Just tried it on to check comfort and walked around, and the back of my heal started bleeding coz of the material. Zero comfort. Wish I could upload a picture of it. Waste of money. Feel like swearing on them."
"January 27, 2019",5,always fast delivery and super helpful…,always fast delivery and super helpful customer service. Have been a loyal customer for 10+ years.
"January 27, 2019",4,More hits than misses,"Mostly hits on the quality of clothing, with few misses. I would always recommend avoiding the ASOS branded clothing and find an alternative, but the delivery is fast, well worth buying premier delivery and the app is very intuitive."
"January 27, 2019",5,Surprised to see how many low reviews…,"Surprised to see how many low reviews here - personally, I have been shopping with ASOS for more than a year, and this has grown to become my go-to place for online shopping, and they always manage to have anything I am looking for. On top of this, shipping is insanely fast. If there's a huge sale though (e.g. Black Friday), expect a slight delay, which I have experienced. But other than that, I'm impressed with the quality, service and shipping speed - most of my orders have arrived 3 days before the expected delivery date, which keeps me coming back to shopping with ASOS as well.Based on my experience so far, I recommend shopping at ASOS, especially when it comes to their sales."
"January 27, 2019",1,THE WORST customer service,"THE WORST customer service. I paid £9.95 for next day 'premium' delivery. NOTHING ABOUT THIS DELIVERY WAS OF A PREMIUM STANDARD. Not only did my parcels get stolen, but they were delivered to random neighbours, never received a calling card, still waiting for one parcel to arrive after 5+ days after paying next day delivery. Maybe we have different calendars, because NEXT DAY DELIVERY TO ME ISN'T 5 DAYS LATER. Replies from customer service include ""Your patience is much appreciated"". YES MY PATIENCE IS MUCH APPRECIATED I WAITED FOR THIS STUPID ASOS PARCEL ON MY BIRTHDAY, PLEASE ASOS AND DPD GET YOUR STUFF TOGETHER. Ok rant over. Not impressed."
"January 27, 2019",5,Good,"fast delivery, fast returns. Low prices, sometimes poor quality."
"January 27, 2019",1,I wish I could give “Zero” star,"The order 370697368 arrived 3 weeks late. Since the order arrived late, I did not open it and decided to return it back. The tracking number showed the order already returned back to ASOS. Now, it is more than three months fighting with ASOS to refund me $195.5 and they have not issue it yet. They are trying not to refund me without any valid reason. I will sue asos.com. I was a regular customer with ASOS.com but now I will not buy again from them. Be careful. Don’t buy from ASOS.com. The worst customer service I have ever deal with."
"January 26, 2019",1,Order 385150065 the staff member was…,Order 385150065 the staff member was rude no respect so bloody rude unbelievable they made error I had 15 cent code from 02 to used on anything and there site wasn’t working right yesteday they refused help and cancelled order they didn’t refund me 10.95 to pay pal now contact nick ceo a company with no respect or care they lost other customer
"January 26, 2019",1,ASOS mistakes,ASOS messed up my address on the shipping label even though I provided the correct address. And they will not resend it. I have to wait and reorder it.
"January 26, 2019",5,A firm lover of ASOS!,"A firm lover of ASOS!It’s the first place I go if I want some new clothes or need a specific outfit for an event. Yes you pay for your clothes but the clothes you receive are always good quality. Fast delivery every time I purchase, and always comes well wrapped in the traditional ASOS packaging. I look forward to receiving a purchase and I also enjoy that they enable you to pay later which I’ve used a fair amount of times and never had a problem with :)"
"January 26, 2019",5,A Happy Bunny,I’m becoming quite a fan of Asos. Not ever had problems here to be honest. Orders arrive promptly and refunds are prompt too.
"January 25, 2019",1,"Long waits, Bad Customer service, Avoid...","I have been waiting for 1 month for my goods to arrive, the literally don't know where the package and keep asking extension on delivery - if you don't have it don't lie about the products being online"
"January 25, 2019",4,"Fast delivery, free returns, pay before buying.","It is actually pretty great.There's little to go wrong. The courier once delivered my parcel to someone else without trying to deliver to me first even though I was at home he didn't bother ringing the bell, but that's just Hermes being... Well, Hermes.Customer service at Asos is not so polite as other places, I found some customer service representatives via chat being less than patient and get irritated rather quickly. Nevertheless of course they still tried to help.I never once had to call this company but I found it annoying how they made it so hard to just email them without going through the stupid online form, honestly. Provide all your details as a company and us customers won't be so dramatic!In terms of delivery they are super quick it's amazing and returns as well they are amazingly fast. Using Klarna with this company is the cherry on cake!! Can't-stop-shopping!!"
"January 25, 2019",1,worst company..they make mistakes with…,worst company..they make mistakes with orders and sizes and they are not trying to solve this...stay away of asos...
"January 25, 2019",2,Customer service like robots,I pay an extra £9.99 per year for next day delivery. Most of the time my orders arrive in the allotted time. However when they don't their customer service are lacking in empathy and do not help to solve the problem. Delivery time today between 10-12pm its now 15:13 and no parcel. Asos customer service tell me to wait until tomorrow to get in touch. Not really good enough when I need the item TODAY.
"January 25, 2019",1,Don’t bother,Wow!  Well I will say the closing is cute enough. On the other hand don’t even try to make a return if it doesn’t fit. I have been waiting for my refund for $60 for the past month and I have had over 11 correspondence back-and-forth with no resolution. I have literally made returns back to China faster than this. I am beyond frustrated and even if I loved one of their pieces I will never order it  just because of how I’m being treated at this point!
"January 25, 2019",5,Perfect,"Huge variety, good prices and fantastic customer handling"
"January 25, 2019",5,1st time shopper with Asos.com and Paypal,1st time shopper with Asos.com and purchased a ASOS DESIGN Curve denim overall dress in vintage blue and used Paypal to process this on-line transaction.  My 1st order was sent out wrong size and wrong color. I reached out to ASOS by instant messenger chat and that got me nowhere also tried thru email the same results.  Customer service is poor & since ASOS does not provide a toll free customer inquiry or customer service line - Your Ship out of luck!!! Lucky for me I used Paypal because they assisted me with the return and paypal tracking and processed my refund!!!
"January 25, 2019",5,Great items and customer service,"I don't usually write reviews but saw so many bad ones so thought I should share my experience. I've ordered off ASOS a few times and never had any issues before but the most recent order that I placed I had delivered to my local parcel shop, the order said it had all arrived but yet when I received it half was missing. I opened an online chat with someone who passed my case onto a specialist and said they would be in touch within 24 hours (after reading the bad reviews I was very scared I would not received my items at all) . 2 hours later I had been contacted by email to apologise for the delay and that I would have the rest of my items dispatched with next day delivery. The items arrived next day as stated and all my items were there. Yes, there was a little glitch to begin with but I can honestly say it does not put me off using them and I will certainly be buying the delivery pass in future!"
"January 25, 2019",5,perfect quality and price!,"First time I’ve purchased from ASOS and I’m glad I bought from there! True to size, I bought a denim jacket which is perfect and great value for money!! Love love love!!"
"January 25, 2019",1,Sent wrong item. Poor customer service.,"I live overseas and ordered a new bikini for my first proper holiday in 10 years. When the order arrived, they had sent me two bikini bottoms, instead of the top and bottom. The bottoms costs 30% less than the top. I contacted ASOS via their website and was told I would have to send the bikini bottoms back before they would send out a replacement. Or order again and wait for my order to come and then wait for my refund. I could not get anywhere with customer service. They just point blank refused to send a replacement and I did not have time to return them. Poor show ASOS, I have been a customer of yours for many years."
"January 25, 2019",5,Superb customer service experience!,One time I had an item that got lost midst shipping and I emailed them and they sent a new one within a day without extra charge. Very good customer service!
"January 25, 2019",4,Reliable. Fast shipping,"Ordered here many times now. Shipping is fast. Items usually turn out like they show them on their site. Only once did I have an issue with an item I returned, where Asos didn't repay for several weeks. Once I contacted customer service the issue was resolved smoothly."
"January 25, 2019",1,Ordered a pair of $300 shoes which were…,"Ordered a pair of $300 shoes which were in stock on their website. Received the package two days later, with the correct shoe box, correct shoe tissue but absolutely the wrong pair of shoes. When I contacted customer service they offered me a refund if I return the shoes and free shipping if I reorder. Will have to wait almost 1 month for refund because they packed a Parcel Return Label for USPS for returns (which could take 2 weeks to arrive) and it takes 10 days after they receive to issue a credit/refund. Literally the refund and free shipping are already parts of their service as I didn't pay for shipping when I ordered the item. Customer service is unable to provide any retaining value. I'm 100% expecting them to refuse my refund after they ""investigate"" at which time I will be seeking punitive measures. Literally save yourself and do NOT ORDER FROM THIS UNTRUSTWORTHY COMPANY."
"January 24, 2019",1,Poor Customer Service in Live Chat,"My daughter had a complaint, so she went to web chat to help resolve the issue. The agent who dealt with her query basically said 'I can't change policy' and ended the chat, completely cutting her off and leaving her upset and frustrated. Appauling Service. You can't just hang up on someone when they're not finished speaking to you because you can't be bothered to help them anymore!"
"January 24, 2019",1,No answer to emails after a complaint…,"An expensive ""Emporio Armani"" long sleeves polo was ordered and Asos sent a hoodie with no sleeves!I sent three emails to Asos customer services but i've never been repaid and they did not send the right product. Scornful behavior.This company is now banned."
"January 24, 2019",1,Customer service is a joke,"It took 3 phone calls, 3 web chats and over 2 hours of my time to resolve a very simple issue with an order."
"January 24, 2019",5,Excellent Service by ASOS.,Excellent Service by ASOS.I'm very happy with my shopping experience :)
"January 24, 2019",1,terrible customer service and delivery,"I received a gift voucher as a birthday present. After searching for months for something I could by it was so much hassle trying to put all my details in and for them to accept the voucher. The order was then placed and was due to come on Thursday. I woke up on Thursday and then record an email stating that my parcel had tried to be delivered but no one was in. This was false as I definitely was in and no slip had been put through the door like they would normally do. I reached out to ASOS on 2 live chats and both showed very very poor customer service, the first blamed me for this and the second one stated that my parcel was still to come- neither of them took any responsibility for the fact I got an email confirming that my parcel had tried to be delivered, all I wanted to know was what happened and when it would be coming. Customer service is very poor and I still haven’t received my parcel. Will not shop from here ahain"
"January 24, 2019",1,"Lazy, impersonal, careless","The most impersonal and lazy customer service I have ever had. I used the online chat, there was 5 minutes between me typing and them replying which made me feel that my complaint didn't matter from the get go. To top that off I was told I had to wait until midnight for my delivery and only after then when it definitely hadn't been delivered on that day could they engage in a conversation with me about where my order was. I felt like I was either being lied to or dismissed the whole time. In addition to this when I followed up for a refund on my next day delivery I was told they would look in to it and get back to me, I can't comprehend that their system is so complicated to use that they can't see within seconds whether the delivery arrived the day it was meant to. In addition to this when I asked to escalate my complaint and receive a call back from a manager to discuss customer service experience, I was redirected to emailing them (as if I hadn't already contacted them several times) and then not even given the email address? Honestly need to pull their finger out, ASOS website is great but as soon as there's an issue you'll wish you never shopped there. Will be going straight to actual retailers going forward. Spent 19 minutes today on their chat service, all to be told ""we will look in to it"", took me less time to write this review..."
"January 23, 2019",1,Incorrect item,I recived wrong bag that was in plastic bag with right tag on it and clearly the plastic bag was reopend. The bag that I orderd was 90£ so I think someone just replaced it with cheaper one.And now the bag that I payd for is out of stock🙄
"January 23, 2019",1,If you have a complaint then use Resolver,"I have used Asos for years without an issue. The first time I ever had cause for complaint I contacted their ‘customer service’ team and was constantly talked over, sighed at and cut off. Nothing was followed up and I had to contact them over 20 times for the issue to finally be resolved. Asos have serious problems when it comes to customer service. Whilst the shopping experience is great, they need to focus on improving their customer service. I would recommend anyone to make any complaint you might have via ‘Resolver’. Once I logged my complaint through this, I finally gained a satisfactory resolution."
"January 23, 2019",3,Overall good but hard to contact customer services,I've ordered from ASOS many times and haven't had any major problems. Delivery usually quick. One problem is no phone number for customer services and only chat facility or Facebook. My daughter had some jeans and seam came undone on first wear and initially they weren't going to refund me. I had to threaten them with trading standards. Mostly though have been fine no problems.
"January 23, 2019",1,All good until your parcel is missing,It’s the second time in one month I have been chasing my parcel.It’s now stuck with the courier but asos is not willing to resolve it for whatever reason. I will pass this on. They took my money and I do not receive my parcel and they are not willing to help.Don’t order from them. Terrible terrible terribel
"January 22, 2019",1,I have contactet asos costumer service…,I have contactet asos costumer service on facebook and you decided to ignore my massage. I am very desapointet with your service and it’s first time since 2010 i have issue. I contactet GLS to change address because you have sent the order to my old address. In order to recieve the order you (asos) have to chance the address. I have deletet my old addreses on my account: Can you contact GLS and change my adress to the current address! This is the worst costumerservice online. No phone number. Ignoring customers. Never experianced shuch behavior!
"January 22, 2019",5,Two day shipping,Got my Vans under 2 days life is good
